,steering,gas,break,rewards
0,0.6052631578947368,0.618421052631579,0.35526315789473684,-0.25277777777774457
1,0.6538461538461539,0.5480769230769231,0.5480769230769231,-0.1097643097641916
2,0.6530612244897959,0.4387755102040816,0.4489795918367347,27.00754716981064
3,0.6164383561643836,0.5342465753424658,0.5753424657534246,-0.2583760683760198
4,0.6481481481481481,0.4567901234567901,0.5555555555555556,23.132982456139782
5,0.696,0.504,0.528,15.732857142856858
6,0.632,0.608,0.472,2.3007692307692724
7,0.7019230769230769,0.5192307692307693,0.5384615384615384,-0.18590163934429316
8,0.696,0.496,0.48,7.04051282051262
9,0.72,0.656,0.456,21.53370370370322
10,0.6723404255319149,0.425531914893617,0.5191489361702127,9.523843416370088
11,0.6576576576576577,0.5315315315315315,0.5765765765765766,-0.2640514469452242
12,0.7295081967213115,0.5,0.5245901639344263,-0.14584158415841952
13,0.7061611374407583,0.44075829383886256,0.5071090047393365,29.59291139240451
14,0.6762589928057554,0.4892086330935252,0.48201438848920863,37.88126760563338
15,0.6138613861386139,0.4158415841584158,0.46534653465346537,-0.24365313653129106
16,0.5555555555555556,0.45925925925925926,0.48148148148148145,24.638108108107915
17,0.704,0.536,0.416,3.3074074074071156
18,0.624,0.56,0.44,37.652804428043765
19,0.704,0.52,0.504,32.25111111111084
20,0.648,0.44,0.44,-0.08175824175839108
21,0.6129032258064516,0.46236559139784944,0.4731182795698925,-0.05734177215180425
22,0.6578947368421053,0.5263157894736842,0.4473684210526316,-0.2938461538460917
23,0.7843137254901961,0.4803921568627451,0.4803921568627451,-0.07993031358884073
24,0.608,0.568,0.512,62.6774647887329
25,0.6666666666666666,0.5,0.36666666666666664,-0.16126984126988542
26,0.7142857142857143,0.44642857142857145,0.5416666666666666,27.69341692789904
27,0.7323943661971831,0.49295774647887325,0.4225352112676056,-0.1028919860626557
28,0.696,0.432,0.472,5.186666666666577
29,0.5903614457831325,0.5421686746987951,0.37349397590361444,-0.19513513513512504
30,0.608,0.504,0.528,8.547620817843512
31,0.648,0.52,0.528,31.49759581881488
32,0.736,0.504,0.408,6.48611295681047
33,0.6183574879227053,0.5990338164251208,0.5458937198067633,35.92599348534138
34,0.6818181818181818,0.39090909090909093,0.4636363636363636,-0.27863481228656717
35,0.6926605504587156,0.4954128440366973,0.463302752293578,42.36907120742966
36,0.6811594202898551,0.4057971014492754,0.427536231884058,12.205078864353176
37,0.7074468085106383,0.5319148936170213,0.4521276595744681,82.11368421052687
38,0.7272727272727273,0.4935064935064935,0.474025974025974,51.883711340205615
39,0.6,0.5777777777777777,0.4888888888888889,-0.1561010830325129
40,0.7244094488188977,0.47244094488188976,0.3858267716535433,65.48661016949207
41,0.68,0.584,0.384,29.06464788732347
42,0.5822784810126582,0.47468354430379744,0.4240506329113924,16.29517241379303
43,0.6090225563909775,0.46616541353383456,0.39097744360902253,48.60045751633945
44,0.6,0.5263157894736842,0.4631578947368421,-0.22227544910171315
45,0.7011494252873564,0.5172413793103449,0.42528735632183906,-0.2981560283688153
46,0.6847826086956522,0.6014492753623188,0.4746376811594203,152.42489510489722
47,0.6900584795321637,0.5380116959064327,0.4152046783625731,105.869393939395
48,0.5730337078651685,0.48314606741573035,0.43820224719101125,-0.17783281733744338
49,0.6598639455782312,0.5034013605442177,0.42857142857142855,52.836975088967336
50,0.6517412935323383,0.48756218905472637,0.4228855721393035,52.536760563379495
51,0.688,0.544,0.4,34.04539682539644
52,0.6894977168949772,0.4703196347031963,0.3607305936073059,126.54185567010416
53,0.688,0.544,0.456,2.4740287769781273
54,0.6819571865443425,0.4923547400611621,0.45871559633027525,197.2300000000042
55,0.6869565217391305,0.591304347826087,0.4956521739130435,155.25208955224142
56,0.6348314606741573,0.5280898876404494,0.3595505617977528,99.07663082437308
57,0.6405693950177936,0.5765124555160143,0.3665480427046263,288.373703703703
58,0.7062937062937062,0.5524475524475524,0.42657342657342656,81.51698630137028
59,0.6243386243386243,0.5026455026455027,0.48148148148148145,77.92618374558364
60,0.6394849785407726,0.44206008583690987,0.39914163090128757,85.12585034013678
61,0.631578947368421,0.39849624060150374,0.46616541353383456,36.66346456692861
62,0.6352201257861635,0.5943396226415094,0.4591194968553459,263.3263949843265
63,0.6255707762557078,0.589041095890411,0.4474885844748858,139.4823745819413
64,0.644808743169399,0.5956284153005464,0.3879781420765027,187.63762845850002
65,0.5836177474402731,0.5802047781569966,0.40273037542662116,262.9971684587812
66,0.6379928315412187,0.5949820788530465,0.36200716845878134,355.0568498168467
67,0.6616541353383458,0.631578947368421,0.40601503759398494,165.51028469751037
68,0.644927536231884,0.6159420289855072,0.34057971014492755,100.62851851851934
69,0.5945945945945946,0.5067567567567568,0.5,-0.18463768115949958
70,0.6015037593984962,0.6390977443609023,0.3684210526315789,140.63490272373681
71,0.664,0.616,0.44,54.78357388316182
72,0.6068111455108359,0.6068111455108359,0.3281733746130031,530.0165480426942
73,0.68,0.52,0.352,93.7959259259274
74,0.6060606060606061,0.5454545454545454,0.4121212121212121,255.09526315789745
75,0.6196319018404908,0.6257668711656442,0.3803680981595092,89.54382022471928
76,0.6344827586206897,0.6,0.3793103448275862,174.04666666666844
77,0.68,0.64,0.472,61.463509933775754
78,0.528,0.504,0.44,34.99727272727218
79,0.5838323353293413,0.5838323353293413,0.3562874251497006,372.7085478547806
80,0.5958083832335329,0.6197604790419161,0.4281437125748503,400.34322580644374
81,0.6057692307692307,0.6009615384615384,0.41346153846153844,182.78827586207032
82,0.5054945054945055,0.4835164835164835,0.4725274725274725,100.94202749141027
83,0.5310344827586206,0.6068965517241379,0.3793103448275862,180.1297975708518
84,0.6418918918918919,0.5202702702702703,0.4527027027027027,159.68435374149783
85,0.5838323353293413,0.6646706586826348,0.4101796407185629,490.8014965986305
86,0.6167664670658682,0.6287425149700598,0.36227544910179643,362.75999999999493
87,0.5327868852459017,0.6311475409836066,0.28688524590163933,-0.29330097087402385
88,0.608,0.544,0.4,60.870555555556585
89,0.6044776119402985,0.7313432835820896,0.5223880597014925,50.178138801261426
90,0.552,0.72,0.336,127.02116883116994
91,0.5688622754491018,0.5598802395209581,0.4431137724550898,472.48124999998925
92,0.5862068965517241,0.5103448275862069,0.33793103448275863,270.06324324324237
93,0.672,0.656,0.288,133.90726027397363
94,0.647887323943662,0.647887323943662,0.4084507042253521,130.19709677419453
95,0.5772058823529411,0.4963235294117647,0.2867647058823529,240.2134920634937
96,0.5238095238095238,0.34523809523809523,0.6071428571428571,-0.05413793103449982
97,0.5958083832335329,0.6077844311377245,0.38922155688622756,387.33660377357836
98,0.584,0.496,0.376,95.93893772893897
99,0.5238095238095238,0.5396825396825397,0.23809523809523808,146.18115942029104
100,0.41228070175438597,0.3157894736842105,0.6666666666666666,-0.2697183098592979
101,0.6,0.6,0.352,67.65239436619774
102,0.580952380952381,0.6158730158730159,0.33015873015873015,504.053809523799
103,0.5933734939759037,0.5391566265060241,0.32228915662650603,365.871651376139
104,0.562874251497006,0.5449101796407185,0.32335329341317365,613.0791603053301
105,0.5577889447236181,0.6733668341708543,0.3015075376884422,291.73353741496254
106,0.624,0.664,0.424,59.985888501743055
107,0.5449101796407185,0.5958083832335329,0.32934131736526945,435.20310954063183
108,0.568,0.64,0.272,86.7956953642399
109,0.6558441558441559,0.538961038961039,0.3116883116883117,184.63254416961226
110,0.5299401197604791,0.6497005988023952,0.2994011976047904,725.2434426229423
111,0.5849056603773585,0.5408805031446541,0.20125786163522014,190.71579617834513
112,0.5490196078431373,0.6241830065359477,0.3137254901960784,572.498596491217
113,0.575,0.6416666666666667,0.425,-0.3000000000000963
114,0.5252525252525253,0.5858585858585859,0.2777777777777778,284.0899999999992
115,0.5714285714285714,0.6428571428571429,0.39285714285714285,-0.034304635761615465
116,0.488,0.616,0.32,63.3248148148162
117,0.6177606177606177,0.6602316602316602,0.3088803088803089,315.02499999999753
118,0.5770392749244713,0.649546827794562,0.31722054380664655,550.6137931034318
119,0.5718562874251497,0.592814371257485,0.3263473053892216,547.3406688963091
120,0.5408805031446541,0.5345911949685535,0.3584905660377358,89.71575539568373
121,0.5943396226415094,0.6556603773584906,0.35377358490566035,218.46564625850422
122,0.592,0.576,0.288,116.18857142857247
123,0.576,0.592,0.408,105.06773584905787
124,0.5614973262032086,0.6684491978609626,0.29411764705882354,295.2972438162531
125,0.5435435435435435,0.6216216216216216,0.2912912912912913,679.3343478260739
126,0.5869565217391305,0.605072463768116,0.2717391304347826,588.0041379310233
127,0.5868263473053892,0.6676646706586826,0.3502994011976048,568.2252681387918
128,0.512,0.568,0.232,103.79258064516256
129,0.5416666666666666,0.7175925925925926,0.28703703703703703,606.9326717557182
