,steering,gas,break,rewards
0,0.5819672131147541,0.4098360655737705,0.45901639344262296,-0.09907801418444062
1,0.69375,0.50625,0.5375,31.6121686746986
2,0.675,0.575,0.5083333333333333,-0.15517241379311497
3,0.704,0.568,0.464,52.60433962264123
4,0.744,0.56,0.52,0.4842574257424834
5,0.688,0.528,0.48,25.48104693140753
6,0.6555555555555556,0.5555555555555556,0.5555555555555556,27.412878228781558
7,0.7266666666666667,0.5,0.4666666666666667,52.73189189189148
8,0.6846846846846847,0.5135135135135135,0.4864864864864865,-0.27975778546720487
9,0.6804733727810651,0.48520710059171596,0.46153846153846156,69.20329749103966
10,0.6885245901639344,0.5136612021857924,0.5901639344262295,48.610110701106755
11,0.584,0.544,0.416,35.435271565494986
12,0.6740331491712708,0.4530386740331492,0.5414364640883977,10.484482758620489
13,0.6630434782608695,0.5543478260869565,0.44565217391304346,-0.2092880258899985
14,0.712,0.528,0.44,1.3444582043343032
15,0.676056338028169,0.5164319248826291,0.4788732394366197,88.31522388059823
16,0.6333333333333333,0.49444444444444446,0.3611111111111111,69.52811320754714
17,0.6837606837606838,0.5811965811965812,0.46153846153846156,-0.16328075709787093
18,0.5867768595041323,0.5619834710743802,0.4380165289256198,-0.1757761732854154
19,0.632,0.512,0.4,27.709534883720575
20,0.7150537634408602,0.532258064516129,0.4032258064516129,83.91446494464972
21,0.631578947368421,0.5460526315789473,0.39473684210526316,45.19131147540936
22,0.656,0.48,0.384,38.94137651821811
23,0.696,0.616,0.456,4.39428571428545
24,0.6405228758169934,0.5098039215686274,0.5163398692810458,6.319158249158406
25,0.6766917293233082,0.5338345864661654,0.40601503759398494,65.34165467625928
26,0.640625,0.5546875,0.40625,32.20365079365034
27,0.6509433962264151,0.5,0.5754716981132075,-0.21666666666657575
28,0.5882352941176471,0.611764705882353,0.47058823529411764,-0.15302325581394483
29,0.5669291338582677,0.5275590551181102,0.4409448818897638,88.52894736842185
30,0.664,0.624,0.432,96.92692607004004
